csd_10,gold_d_10,xpd_10,dmg_share,dmg_taken_share,vision_score,kill_participation,obj_dmg_share,dragons,barons,wards_cleared,vision_wards_purchased,kda_early,kda_mid,kda_late,solo_kills,teamfight_kills,skirmish_kills,wards_early,wards_mid,wards_late,summoner_id,most_played_champ,most_played_role,most_played_lane,region,player_name,op_gg,most_played_champ_name,role
1.528617363344053,298.26141479099675,373.22765273311893,0.18578413845799,0.2753619907995284,26.527331189710612,0.4973422592227495,0.3863845320988628,0.40998315725003803,0.17344587352625934,0.4503968294661438,0.37959185291041436,0.24734680642877982,0.40268534432900693,0.2826169679010696,0.11078006779416899,0.3487073076252842,0.2767681522610447,0.37638718672916344,0.3038225316195017,0.18506861860439278,YKi_FDk4Sv8jgG35e6M_VnmZO8Dr4GMF0MSxS8Ga854BuPQ,2,NONE,JUNGLE,na,elise player,https://na.op.gg/summoner/userName=elise%20player,Olaf,Jungle
1.700495867768595,323.74396694214875,356.37256198347086,0.2252654214442144,0.26630401377624147,26.512396694214875,0.5565176934612449,0.3698170470395489,0.35238685556867383,0.1639118457300275,0.6938435229325289,0.4635776449431046,0.28408900178529933,0.40840136835464874,0.24941469315648268,0.11303324683373575,0.38352263634724043,0.3096622976707159,0.36976781451534285,0.30124719299658265,0.1718801685998909,Q3R9uDg5MWig4j2kQcOGogk0T7OtsQiXqxRiHUpJy4Xbd3Y,64,NONE,JUNGLE,na,EG Sven,https://na.op.gg/summoner/userName=EG%20Sven,Lee Sin,Jungle
5.802871621621623,283.04543918918915,407.0282094594596,0.18916577144823554,0.19198406525186973,28.60472972972973,0.47782617260008686,0.14689634493664708,0.3802103442728445,0.1751126126126126,0.40901810548775547,0.37416521640039724,0.2635962291793947,0.4028057677983918,0.26656938119253776,0.10514068117495144,0.40037553381006835,0.23040904816568608,0.39860209069696434,0.3187355235759165,0.17515582579467703,fa8ubUHVBnxsXvpH1YKY9qWhnJ7gVFU8HJ4pRe4DF3SR0W0,3,SOLO,MIDDLE,na,Tônberry,https://na.op.gg/summoner/userName=T%C3%B4nberry,Galio,Mid
5.902420856610799,295.7156424581008,418.89217877094967,0.24540182727222418,0.2160320314392787,24.374301675977655,0.4457633104891191,0.21833227730534038,0.3969650616298664,0.20999379267535692,0.22437083338540592,0.15736168113219787,0.23935381834297956,0.39875273981405557,0.28844831845810914,0.16601596696897405,0.3270450366079679,0.23198170331755624,0.37576621641895125,0.3681627712966491,0.17048906166558309,vYLbTs-tSHb7_P2LH3OR3HLiukoUFfH_S1_T65pU4xEOU-M,142,SOLO,TOP,na,rjsdndgod,https://na.op.gg/summoner/userName=rjsdndgod,Zoe,Top
6.078058252427181,286.63009708737843,314.7479611650485,0.2113296634520212,0.17546086779299233,33.59029126213592,0.4948192716461679,0.19337681756190697,0.40572044999229456,0.20203883495145628,0.3942400911285559,0.25235231083266735,0.2543612305422815,0.39194948961820447,0.2847061592478288,0.05517417952312296,0.3991085239400481,0.2513371042625756,0.3252138044543033,0.38798502843000987,0.20858007116696364,6kQ80kt6HN0eBfivq8QlN0UOekCyMng8mGp6ZKks2WEz3pIz,22,DUO_CARRY,BOTTOM,na,Asyc,https://na.op.gg/summoner/userName=Asyc,Ashe,Bot Carry
6.6237704918032705,282.1514344262295,440.6879098360657,0.20597563917726017,0.2163796708622196,20.90983606557377,0.37599941604700227,0.1649142416537956,0.38110281680978403,0.17100409836065578,0.1899208098066443,0.20184933291647014,0.23115416162045968,0.38519910303044497,0.2978576591503124,0.18522461596985468,0.3130758769651007,0.1948940755082271,0.3426058349857414,0.38209768504633285,0.17962908614438347,a5bM_34PgC0nWz8GuW4bb6BdsJIvXWY1nGbj3UKJmXS9aFU,24,SOLO,TOP,na,Tony Top,https://na.op.gg/summoner/userName=Tony%20Top,Jax,Top
6.913278008298749,302.1929460580915,413.833195020747,0.2334598699554327,0.20362992275407635,19.726141078838175,0.4741928085968517,0.12172492840962168,0.36935388263189123,0.16742738589211623,0.21861511343484366,0.25237280312827465,0.27975787708129335,0.4027485259271024,0.24923732847291413,0.14418365631930138,0.3778894982066747,0.22905697335727976,0.3694590728529752,0.38567952353356083,0.1465727688155524,5KojUv-rJLuA6eYyxa7mJHlg5E1kS8euojGeN84f63LVNEA,39,SOLO,MIDDLE,na,Tuesdayy,https://na.op.gg/summoner/userName=Tuesdayy,Irelia,Mid
7.044234800838574,307.7278825995809,330.9410901467502,0.2422537592565446,0.16789242762847492,18.341719077568133,0.48026622946312436,0.19487916876279626,0.39716232404911683,0.18015373864430462,0.41800816413683717,0.22519086069864327,0.2595191083462698,0.3943936525355978,0.27851456569562033,0.09450856179080445,0.3858812212720508,0.2836999140074649,0.3423427756222199,0.3737905451641063,0.15182751012833168,Pk0YzabEPJqgk_aUC8tWlrbROw24m9j5RkIehKRULkR3GT8,81,DUO_CARRY,BOTTOM,na,TEAMLUKEE,https://na.op.gg/summoner/userName=TEAMLUKEE,Ezreal,Bot Carry
7.056483516483514,307.3298901098902,335.32659340659285,0.2317988605879359,0.17766908359279088,13.114285714285714,0.47329114939270944,0.19960513556955603,0.37559392987964435,0.1958608058608059,0.27619449328010276,0.044527981520766285,0.2471194076771473,0.39787807086637583,0.29261960630192013,0.07886067896766022,0.4049881620211291,0.2665074620847087,0.29772393211889936,0.3543810150281299,0.1788566046197849,dbxCkYZDPex5QppO4JTEXSjHTiA803PkiyoFC_qqbBt4Jtc,81,DUO_CARRY,BOTTOM,na,wannabezoomer,https://na.op.gg/summoner/userName=wannabezoomer,Ezreal,Bot Carry
5.525892857142855,286.299107142857,321.19687500000015,0.21382161064638136,0.17309866651551525,27.897321428571427,0.48720728863249174,0.18850295469913872,0.4013924319727894,0.18329613095238098,0.4613883483643731,0.18806814859925175,0.2424600147655795,0.39518118735956975,0.29318599044830673,0.05761681561771744,0.4040463237612241,0.2562893377699812,0.33092218422475916,0.38729128044022415,0.1746198288113412,GSO3MjUeW0hrVjPmPQCbFl3hIzZTpk5Jy9PEtN0BV5lnGwU,51,DUO_CARRY,BOTTOM,na,Sophist Sage,https://na.op.gg/summoner/userName=Sophist%20Sage,Caitlyn,Bot Carry
1.0727891156462592,290.51836734693853,335.78163265306125,0.17843281042870177,0.23829498955394823,28.65532879818594,0.5353488598162871,0.39755766932079517,0.37637134218766904,0.18253968253968247,0.5533462973400769,0.5223065734124142,0.29116684985320557,0.41405592433129457,0.23549616060017012,0.06534582382921716,0.3625531101921658,0.29768533120874086,0.3637553471390405,0.33813282803799966,0.16729221935294528,ehYWbyF1tYGt0tgTCfiDqU2qu_8p5oI4sQjvfQPktsYugYY,104,NONE,JUNGLE,na,Jozyy,https://na.op.gg/summoner/userName=Jozyy,Graves,Jungle
7.1850961538461515,295.9737980769232,440.59447115384614,0.20915439349060952,0.21246653773793556,18.69951923076923,0.3900244184666785,0.15859049415665652,0.36550480769230764,0.18269230769230763,0.24590743723824324,0.1091836843982,0.24188164545862723,0.3944834209292255,0.2779390019348179,0.14542010316543702,0.36367172235915163,0.2146556656719979,0.38393501354003856,0.337900830913707,0.16795544564091308,m9imbUz4R3NUri_mKyDTGu--otbW_iUDmNLNdIuqQ2397jU,157,SOLO,MIDDLE,na,Nemesis King,https://na.op.gg/summoner/userName=Nemesis%20King,Yasuo,Mid
2.079562043795622,229.3525547445255,292.6153284671534,0.14120725728618264,0.16922303313796017,53.94403892944039,0.506566698602497,0.06607849528151175,0.3882960645734369,0.17137064071370642,0.2514045585345455,0.2147276004102894,0.2959037874700376,0.4081562484562754,0.22599079087680413,0.05015834395396435,0.27566620322094787,0.28216922304513536,0.2305027715173734,0.4863071538267188,0.23212525528303035,ElobO3nGHloA2VrACxk5JpEtWClAIjDwkUdumyZM_7WFdbdD,80,DUO_SUPPORT,BOTTOM,na,IgNar9,https://na.op.gg/summoner/userName=IgNar9,Pantheon,Support
7.174692874692881,311.2955773955775,331.08402948402943,0.23960733087805375,0.16619326772621912,20.91891891891892,0.5003668851592712,0.1962572967700213,0.38587516087516116,0.19205569205569206,0.444566132886851,0.16079014754288123,0.2594931235882199,0.3940208189444858,0.2814491999665183,0.08375316939176013,0.42139839872191015,0.2766293369505291,0.3549625842342352,0.3890705893073061,0.14736814710769022,0pZi7tRWVJEzjJWf2qDBDBDoP6Q2MaVKVC9Kq7naamtVkB7H,22,DUO_CARRY,BOTTOM,na,blueberry2,https://na.op.gg/summoner/userName=blueberry2,Ashe,Bot Carry
1.75970515970516,317.70491400491386,368.43120393120387,0.2052607738574625,0.2579226390215639,27.54054054054054,0.5342866768355912,0.36117953056234364,0.4344653094653094,0.197993447993448,0.270026940753671,0.14912859099511913,0.2798863437312613,0.39104436990412933,0.2708354685669447,0.1193379822812697,0.3682171531594555,0.2930551690993572,0.38456330028916486,0.3424220868175826,0.19890289502698327,26NeTsUuoHydnlievHM1b_oO8O-XoD7OKc48Fpoiclhm2vEd,76,NONE,JUNGLE,na,uncle jamal,https://na.op.gg/summoner/userName=uncle%20jamal,Nidalee,Jungle
1.321158690176323,192.3624685138539,272.42770780856404,0.12014074403299664,0.11059294698129375,40.221662468513856,0.5156438103000742,0.05607541414366094,0.3676712246611492,0.14198152812762385,0.20988758793507623,0.26510994323141485,0.23747275690307787,0.41525682588589685,0.2706293464422707,0.023050857622646033,0.287681420175123,0.2674783095438007,0.22760163996516405,0.47999130534699663,0.2382639818277321,OK4TyDkbAnOkKEEf4DIK2yWxPO8yS_6SQsTQx6SrOeP07is,26,DUO_SUPPORT,BOTTOM,na,Tempos,https://na.op.gg/summoner/userName=Tempos,Zilean,Support
6.630226700251896,286.3863979848868,427.85944584382906,0.2322670533400923,0.23369605790710268,21.420654911838792,0.39620862224473674,0.1643690420306949,0.37937307584662766,0.1767422334172964,0.29645970030693714,0.16324213976866267,0.24033930603863457,0.38929249771599594,0.2924069237831749,0.21869984147927365,0.3113405887042832,0.22566616672462256,0.3541775180417939,0.3751198624805828,0.15491516250332382,09n5kTn7JzcqZMEo8PqtkjiZeM3hHBXLtH6TwmouQZMtfgE,8,SOLO,TOP,na,PhenomEX,https://na.op.gg/summoner/userName=PhenomEX,Vladimir,Top
0.9296103896103887,324.7470129870129,370.18103896103884,0.18153796839483805,0.26899994082916373,31.966233766233767,0.5367931587745135,0.4218077063898933,0.3549670171098744,0.20541125541125543,0.4574654499031963,0.5697979628553677,0.2933684941269967,0.4049776464628002,0.24341869581569006,0.08157955781780367,0.3897757084215733,0.3195570666324277,0.3423281264473089,0.37423960132462486,0.1912423570872835,1tJuXBB5IKonX6TK42n-LJxW6plzvExvlZg-O4WaHi9MwFHs,64,NONE,JUNGLE,na,f55CqLc6IR0,https://na.op.gg/summoner/userName=f55CqLc6IR0,Lee Sin,Jungle
7.006896551724138,299.5554376657826,326.3562334217506,0.2477332075076365,0.1654222824680142,23.392572944297083,0.49312040626785225,0.19543921697472094,0.4059365921434888,0.20822281167108758,0.3829759071335346,0.19696670451460124,0.24435925720931664,0.391099935260514,0.2957127832185188,0.0698587992510601,0.4232184908675002,0.2552784806861107,0.3171861780841687,0.40958577553098796,0.18185307108206247,O9-Wodg1o1znVd74N3UZNbBHwE63rpkz7wLY56JUnCmnFLE,81,DUO_CARRY,BOTTOM,na,Tomo9,https://na.op.gg/summoner/userName=Tomo9,Ezreal,Bot Carry
